source_file,category,item,location,severity
highlights__209_rice_street_inspection_report_.pdf,Windows/Doors,Seal gaps around side entry door to prevent moisture penetration and heating/air loss,Side Entry Door,Minor
highlights__209_rice_street_inspection_report_.pdf,Windows/Doors,Repair or replace wood rot on side entry door,Side Entry Door,Major
highlights__209_rice_street_inspection_report_.pdf,Windows/Doors,Seal gaps around side entry door (master) to prevent moisture penetration and heating/air loss,Side Entry Door Master,Minor
highlights__209_rice_street_inspection_report_.pdf,Windows/Doors,Refresh caulking around side entry door (master) to seal gaps and prevent moisture penetration,Side Entry Door Master,Minor
highlights__209_rice_street_inspection_report_.pdf,Exterior,Secure loose deck railings,Deck,Safety
highlights__209_rice_street_inspection_report_.pdf,Exterior,Install riser boards along deck stairs to prevent tripping,Deck,Safety
highlights__209_rice_street_inspection_report_.pdf,Exterior,Replace wood rot on deck railings,Deck,Major
highlights__209_rice_street_inspection_report_.pdf,Exterior,Replace wood rot on porch posts,Porch,Major
highlights__209_rice_street_inspection_report_.pdf,Exterior,Repair holes in soffit to prevent pest and animal entry into home,Front Exterior,Minor
highlights__209_rice_street_inspection_report_.pdf,Exterior,Repair gap(s) between fascia to prevent moisture and pest intrusion,Rear,Minor
highlights__209_rice_street_inspection_report_.pdf,Exterior,Seal typical cracks in rear patio to prevent moisture and pest intrusion,Rear Patio,Minor
highlights__209_rice_street_inspection_report_.pdf,Exterior,Evaluate and repair settlement cracking at patio to prevent further settlement,Rear Patio,Major
highlights__209_rice_street_inspection_report_.pdf,Exterior,Evaluate and repair patio separation and lack of support at beams to prevent further damage,Rear Patio,Major
highlights__209_rice_street_inspection_report_.pdf,Exterior,Evaluate and repair settled patio steps that are sloping toward home to prevent water diversion toward foundation,Rear Patio,Major
highlights__209_rice_street_inspection_report_.pdf,Exterior,Trim vegetation in direct contact with home for moisture and insect control,General,Minor
highlights__209_rice_street_inspection_report_.pdf,Exterior,Evaluate built-in planter and recommend removal or adjustments to prevent moisture penetration at foundation,Exterior,Major
highlights__209_rice_street_inspection_report_.pdf,Exterior,Add hand railings at exterior stairs for personal safety,Exterior Stairs,Safety
highlights__209_rice_street_inspection_report_.pdf,Exterior,Repair damaged siding on detached building,Detached Building,Minor
highlights__209_rice_street_inspection_report_.pdf,Windows/Doors,Adjust door on detached building to allow proper closing and latching at catch plate,Detached Building,Minor
highlights__209_rice_street_inspection_report_.pdf,Roofing,Evaluate and repair dishing/sagging roof structure to prevent further damage,Rear,Major
highlights__209_rice_street_inspection_report_.pdf,Roofing,Install kickout flashing between chimney and roof to prevent water intrusion behind siding,Front Exterior,Major
highlights__209_rice_street_inspection_report_.pdf,Plumbing,"Install, adjust, or replace pressure regulating valve to reduce excessive water pressure above 80 PSI",General,Major
highlights__209_rice_street_inspection_report_.pdf,Plumbing,Secure loose exterior faucet(s) to prevent possible damage to plumbing connections,Front Exterior,Minor
highlights__209_rice_street_inspection_report_.pdf,Plumbing,Evaluate and repair non-functional hose faucet,Front Exterior,Minor
highlights__209_rice_street_inspection_report_.pdf,Plumbing,Raise water heater temperature to at least 120 degrees to prevent bacteria growth,Water Heater,Safety
highlights__209_rice_street_inspection_report_.pdf,Plumbing,Replace 3/4 inch PEX TPRV discharge pipe with properly sized pipe conforming to code (1 inch PEX or copper/CPVC),Water Heater,Safety
highlights__209_rice_street_inspection_report_.pdf,Plumbing,Replace accordion style drain pipe under bathroom sink with standard PVC drain pipe,Hall Bathroom,Minor
highlights__209_rice_street_inspection_report_.pdf,Interior,Seal gaps/cracks in grout between tiles in hall bathroom shower/bathtub to prevent moisture penetration,Hall Bathroom,Minor
highlights__209_rice_street_inspection_report_.pdf,Plumbing,Replace Teflon tape around showerhead arm to eliminate leak,Master Bathroom,Minor
highlights__209_rice_street_inspection_report_.pdf,Interior,Fill gaps in tile grout to prevent water intrusion into structure,Master Bathroom,Minor
highlights__209_rice_street_inspection_report_.pdf,Electrical,Trim vegetation away from service entrance to allow proper access,Service Entrance,Minor
highlights__209_rice_street_inspection_report_.pdf,Electrical,Have utility company evaluate undersized service wire at masthead (appears sized for 100/150 amp panel),Service Entrance,Major
highlights__209_rice_street_inspection_report_.pdf,Electrical,Identify and label all unlabeled branch circuit breakers in main electrical panel,Main Panel,Minor
highlights__209_rice_street_inspection_report_.pdf,Electrical,Remove obstruction blocking panel cover and evaluate panel interior prior to closing,Main Panel,Major
highlights__209_rice_street_inspection_report_.pdf,Electrical,Install GFCI receptacles at exterior locations where not present,Exterior,Safety
highlights__209_rice_street_inspection_report_.pdf,Electrical,Install blank cover plates on open electrical junction boxes in crawlspace,Crawlspace,Safety
highlights__209_rice_street_inspection_report_.pdf,Electrical,Place exposed exterior electrical wiring in conduit to protect from damage,Rear Exterior,Safety
highlights__209_rice_street_inspection_report_.pdf,Electrical,Evaluate cloth covered wiring and make necessary repairs or replacement for fire and personal safety,Crawlspace,Safety
highlights__209_rice_street_inspection_report_.pdf,Electrical,Remove or place terminated wiring in covered junction box,Crawlspace,Safety
highlights__209_rice_street_inspection_report_.pdf,Electrical,Secure loose and hanging wires throughout crawlspace to framing,Crawlspace,Major
highlights__209_rice_street_inspection_report_.pdf,Electrical,Evaluate and repair Romex/NM wire being used as extension cord,Kitchen,Safety
highlights__209_rice_street_inspection_report_.pdf,Electrical,Replace missing weatherproof covers for exterior receptacles,Exterior,Minor
highlights__209_rice_street_inspection_report_.pdf,Electrical,Replace missing light switch cover plates,Detached Building,Minor
highlights__209_rice_street_inspection_report_.pdf,Electrical,Replace missing screws on light switch cover plates,Dining Room,Cosmetic
highlights__209_rice_street_inspection_report_.pdf,Electrical,Install additional smoke detectors in every bedroom and adjoining hallways wired together with battery backup,General,Safety
highlights__209_rice_street_inspection_report_.pdf,Electrical,Install carbon monoxide detectors on each floor and near each bedroom,General,Safety
highlights__209_rice_street_inspection_report_.pdf,Other,Evaluate and repair loose mortar joints around interior of fireplace,Fireplace (Section 9),Major
highlights__209_rice_street_inspection_report_.pdf,Other,Locate remote for gas logs or confirm gas logs function properly with current owner,Fireplace,Minor
highlights__209_rice_street_inspection_report_.pdf,Other,Clean and evaluate chimney flue and make necessary repairs prior to use,Chimney,Major
highlights__209_rice_street_inspection_report_.pdf,Other,Evaluate and repair loose mortar joints around interior of second fireplace,Fireplace (Section 11),Major
highlights__209_rice_street_inspection_report_.pdf,Other,Remove ash and debris from fireplace,Fireplace (Section 11),Minor
highlights__209_rice_street_inspection_report_.pdf,Other,Have licensed chimney sweep service and clean fireplace flue with creosote buildup,Fireplace (Section 11),Safety
highlights__209_rice_street_inspection_report_.pdf,HVAC,Install sediment trap at furnace gas line,Heating Unit,Major
highlights__209_rice_street_inspection_report_.pdf,HVAC,Scrape rust and paint rusted gas lines at furnace to prevent further corrosion,Heating Unit,Major
highlights__209_rice_street_inspection_report_.pdf,HVAC,Evaluate and repair furnace water leak causing rust in bottom of unit,Heating Unit,Major
highlights__209_rice_street_inspection_report_.pdf,HVAC,Clean dirty ductwork interior,General,Minor
highlights__209_rice_street_inspection_report_.pdf,HVAC,Secure insulation falling off ductwork in crawlspace to prevent heating and air loss,Crawlspace,Minor
highlights__209_rice_street_inspection_report_.pdf,HVAC,Unseal sealed-off supply vents to allow proper ventilation throughout house,Living Room,Major
highlights__209_rice_street_inspection_report_.pdf,HVAC,Evaluate and repair lack of airflow at kitchen register,Kitchen,Major
highlights__209_rice_street_inspection_report_.pdf,HVAC,Install properly sized filter in return vent,General,Minor
highlights__209_rice_street_inspection_report_.pdf,HVAC,Repair or replace missing or damaged lineset insulation at AC unit suction line,AC Unit,Minor
highlights__209_rice_street_inspection_report_.pdf,HVAC,Have HVAC technician service and evaluate AC unit nearing end of life expectancy prior to closing,AC Unit,Major
highlights__209_rice_street_inspection_report_.pdf,Interior,Patch settling cracks on walls over doors and at adjoining walls,Dining Room,Minor
highlights__209_rice_street_inspection_report_.pdf,Interior,Repair and repaint peeling paint on ceilings and/or walls with proper preparation,General,Cosmetic
highlights__209_rice_street_inspection_report_.pdf,Interior,Evaluate and repair sagging ceiling to prevent further damage,Dining Room,Major
highlights__209_rice_street_inspection_report_.pdf,Interior,"Touch up paint with proper preparation throughout home on trim, walls, and ceilings",General,Cosmetic
highlights__209_rice_street_inspection_report_.pdf,Interior,Repair flooring to eliminate gaps between planks,1st Floor Right Hall,Minor
highlights__209_rice_street_inspection_report_.pdf,Interior,Evaluate and repair raised/bowing flooring,Dining Room,Major
highlights__209_rice_street_inspection_report_.pdf,Interior,Remediate suspect fungal growth observed at windows,Master Closet,Safety
highlights__209_rice_street_inspection_report_.pdf,Windows/Doors,Evaluate and repair windows that do not properly close and latch,General,Minor
highlights__209_rice_street_inspection_report_.pdf,Windows/Doors,Repair or replace broken/missing window latches,Breakfast Nook,Minor
highlights__209_rice_street_inspection_report_.pdf,Electrical,Place exposed wiring under kitchen sink in conduit to prevent damage,Kitchen,Safety
highlights__209_rice_street_inspection_report_.pdf,Interior,Refresh caulk at gaps in countertops to prevent water intrusion,Kitchen,Minor
highlights__209_rice_street_inspection_report_.pdf,Interior,Evaluate and remove staining/discoloration on cabinets or countertops,Kitchen,Cosmetic
highlights__209_rice_street_inspection_report_.pdf,Interior,Replace missing or broken pull cord on attic pull down stairs,Attic,Minor
highlights__209_rice_street_inspection_report_.pdf,Foundation/Structural,Repair loose bracing at attic framing,Attic,Major
highlights__209_rice_street_inspection_report_.pdf,Insulation,Replace missing insulation in attic to prevent heating and air loss,Attic,Major
highlights__209_rice_street_inspection_report_.pdf,Foundation/Structural,Repair wood rot to sections of subfloor in crawlspace,Crawlspace Right,Major
highlights__209_rice_street_inspection_report_.pdf,Foundation/Structural,Evaluate foundation wall settlement and make necessary repairs,Crawlspace Left,Major
highlights__209_rice_street_inspection_report_.pdf,Foundation/Structural,Evaluate for active powder post beetles and provide treatment as needed,Crawlspace Front Right,Major
highlights__209_rice_street_inspection_report_.pdf,Foundation/Structural,Evaluate and repair termite damage to floor joists in crawlspace,Crawlspace Right Middle,Major
highlights__209_rice_street_inspection_report_.pdf,Foundation/Structural,Repair notched out girder in crawlspace to allow proper structural support,Crawlspace Right,Major
highlights__209_rice_street_inspection_report_.pdf,Foundation/Structural,Evaluate and repair wood rot on crawlspace girder,Crawlspace Right,Major
highlights__209_rice_street_inspection_report_.pdf,Foundation/Structural,Evaluate efflorescence on crawlspace foundation walls and make repairs to eliminate moisture penetration,Crawlspace,Major
highlights__209_rice_street_inspection_report_.pdf,Foundation/Structural,Remediate surface fungi on framing members in crawlspace,Crawlspace,Minor
highlights__209_rice_street_inspection_report_.pdf,Insulation,Replace missing insulation in crawlspace,Crawlspace,Major
home_inspection_report_323_pimlico_rd.pdf,Exterior,"Seal gaps at pipes, gas lines, wires, and exhaust vents with caulk or moisture resistant material",General,Minor
home_inspection_report_323_pimlico_rd.pdf,Exterior,Repoint/seal gaps in mortar joints,Rear,Minor
home_inspection_report_323_pimlico_rd.pdf,Exterior,Paint exterior wood trim with proper preparation,General,Minor
home_inspection_report_323_pimlico_rd.pdf,Windows/Doors,Repair or replace cracked front entry door,Front Entry,Major
home_inspection_report_323_pimlico_rd.pdf,Windows/Doors,Replace keyed interior deadbolt on side entry door for emergency egress,Side Entry,Safety
home_inspection_report_323_pimlico_rd.pdf,Windows/Doors,Secure loose door knob on side entry door,Side Entry,Minor
home_inspection_report_323_pimlico_rd.pdf,Exterior,Seal gaps between exterior window frames and brick siding,General,Minor
home_inspection_report_323_pimlico_rd.pdf,Windows/Doors,Replace missing window screens,General,Minor
